id,url,marca,modelo,version,año,entidad,traccion,condicion,kilometraje,transmision,combustible,moneda,precio,precio_previo,primera_vez,ultima_vez,veces_visto,activo,telefono,whatsapp
GI-AD-892630,https://www.chileautos.cl/vehiculos/detalles/skoda-kodiaq-2022-2-0-tdi-diesel-4x4-dsg7-at-5p/GI-AD-892630,skoda,kodiaq,2.0 tdi diesel 4x4 dsg7 at 5p,2022,Automotora,4x4,used,80000,automatica,diesel,CLP,24990000,,2026-07-07,2026-07-07,1,1,+56228691628,+56228691628
CP-AD-8538326,https://www.chileautos.cl/vehiculos/detalles/2019-mercedes-benz-e-53-amg-3-0-amg-4matic-4x4-sedan-at-4p/CP-AD-8538326,mercedes-benz,e 53 amg,53 amg 3.0 amg 4matic 4x4 sedan at 4p.,2019,Automotora,4x4,used,46300,automatica,bencina,CLP,42970000,,2026-07-07,2026-07-07,1,1,+56226586112,+56226586112
CP-AD-8538469,https://www.chileautos.cl/vehiculos/detalles/2020-bmw-x4-m-sport-2-0/CP-AD-8538469,bmw,x4,m sport 2.0,2020,Automotora,4x2,used,58300,automatica,bencina,CLP,34900000,,2026-07-07,2026-07-07,1,1,+56228691844,+56228691844
CP-AD-8540269,https://www.chileautos.cl/vehiculos/detalles/2024-bmw-x6-3-0-m-sport-lci-30d-diesel-x-drive-4x4-at-5p/CP-AD-8540269,bmw,x6,3.0 m sport lci 30d diesel x-drive 4x4 at 5p.,2024,Automotora,4x4,used,36000,automatica,diesel,CLP,74990000,,2026-07-07,2026-07-07,1,1,+56226586931,+56226586931
CP-AD-8538512,https://www.chileautos.cl/vehiculos/detalles/2020-bmw-135-2-0-m-x-drive-4x4-at-5p/CP-AD-8538512,bmw,135,2.0 m x-drive 4x4 at 5p.,2020,Automotora,4x4,used,40000,automatica,bencina,CLP,30990000,,2026-07-07,2026-07-07,1,1,+56226564774,+56226564774
GI-AD-893632,https://www.chileautos.cl/vehiculos/detalles/mazda-cx-30-2021-gtx/GI-AD-893632,mazda,cx-30,gtx,2021,Automotora,4x2,used,104999,automatica,bencina,CLP,16790000,,2026-07-07,2026-07-07,1,1,+56226586137,+56226586137
GI-AD-893634,https://www.chileautos.cl/vehiculos/detalles/audi-a3-2023-sportback-35-tfsi/GI-AD-893634,audi,a3,sportback 35 tfsi,2023,Automotora,4x2,used,11059,automatica,bencina,CLP,22990000,,2026-07-07,2026-07-07,1,1,+56226586137,+56226586137
CL-AD-19547166,https://www.chileautos.cl/vehiculos/detalles/2024-audi-e-tron-electrico-55-sportback-quattro-4x4-at-5p/CL-AD-19547166,audi,e-tron,electrico 55 sportback quattro 4x4 at 5p.,2024,Particular,4x4,used,21000,automatica,eléctrico,CLP,47000000,,2026-07-07,2026-07-07,1,1,No disponible,+56950901034
CP-AD-8538810,https://www.chileautos.cl/vehiculos/detalles/2021-citroën-jumpy-jumpy-2-0-hdi/CP-AD-8538810,citroën,jumpy,jumpy 2.0 hdi ,2021,Automotora,4x2,used,229580,manual,diesel,CLP,11670000,,2026-07-07,2026-07-07,1,1,+56228697146,+56228697146
CP-AD-8542383,https://www.chileautos.cl/vehiculos/detalles/2019-ford-f-150-3-5-raptor-auto-ecoboost-4x4-at/CP-AD-8542383,ford,f-150,3.5 raptor auto ecoboost 4x4 at,2019,Automotora,4x4,used,86300,automatica,bencina,CLP,44390000,,2026-07-07,2026-07-07,1,1,+56228691842,+56228691842
CP-AD-8543292,https://www.chileautos.cl/vehiculos/detalles/2017-ford-explorer-3-5-limited-4x4-at-5p/CP-AD-8543292,ford,explorer,3.5 limited 4x4 at 5p.,2017,Automotora,4x4,used,61230,automatica,bencina,CLP,20990000,,2026-07-07,2026-07-07,1,1,+56228698691,+56228698691
CL-AD-13200652,https://www.chileautos.cl/vehiculos/detalles/2017-suzuki-ciaz-1-4-glx-4x2-mt-4p/CL-AD-13200652,suzuki,ciaz,1.4 glx 4x2 mt 4p.,2017,Particular,4x2,used,87000,manual,bencina,CLP,8700000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-13305988,https://www.chileautos.cl/vehiculos/detalles/2010-jeep-grand-cherokee-4-7-limited-4x4-at-5p/CL-AD-13305988,jeep,grand cherokee,cherokee 4.7 limited 4x4 at 5p.,2010,Particular,4x4,used,179000,automatica,bencina,CLP,9000000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-16929056,https://www.chileautos.cl/vehiculos/detalles/2016-audi-a5-2-0-tfsi-s-tronic-4x4-cabriolet-at/CL-AD-16929056,audi,a5,2.0 tfsi s-tronic 4x4 cabriolet at,2016,Particular,4x4,used,99000,automatica,bencina,CLP,22500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-17782773,https://www.chileautos.cl/vehiculos/detalles/2014-subaru-legacy-xs-4x4-cvt-2-0r/CL-AD-17782773,subaru,legacy,xs 4x4 cvt 2.0r,2014,Particular,4x4,used,108685,,,CLP,10000000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-17957537,https://www.chileautos.cl/vehiculos/detalles/2022-peugeot-3008-1-6-gt-hybrid4-4x4-300-eat8-5p/CL-AD-17957537,peugeot,3008,1.6 gt hybrid4 4x4 300 eat8 5p.,2022,Particular,4x4,used,58000,automatica,híbrido,CLP,24000000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18321012,https://www.chileautos.cl/vehiculos/detalles/2006-jeep-new-grand-cherokee/CL-AD-18321012,jeep,new grand cherokee,grand cherokee ,2006,Particular,4x2,used,183000,automatica,bencina,CLP,7000000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18446943,https://www.chileautos.cl/vehiculos/detalles/1973-honda-civic/CL-AD-18446943,honda,civic,,1973,Particular,4x2,used,60000,manual,bencina,CLP,14900000,,2026-07-07,2026-07-07,1,1,No disponible,+56966783745
CL-AD-18716023,https://www.chileautos.cl/vehiculos/detalles/2015-lexus-is250-2-5-4x2-at-4p/CL-AD-18716023,lexus,is250,2.5 4x2 at 4p.,2015,Particular,4x2,used,150000,automatica,bencina,CLP,14150000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18807228,https://www.chileautos.cl/vehiculos/detalles/2020-ssangyong-musso-2-2-diesel-4wd-full-at-4p/CL-AD-18807228,ssangyong,musso,2.2 diesel 4wd full at 4p.,2020,Particular,4x4,used,143000,automatica,diesel,CLP,15990000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-13667328,https://www.chileautos.cl/vehiculos/detalles/2020-mitsubishi-outlander-2-0-phev-hybrid-4x4-at-5p/CL-AD-13667328,mitsubishi,outlander,2.0 phev hybrid 4x4 at 5p.,2020,Particular,4x4,used,35000,automatica,híbrido,CLP,31900000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CP-AD-8451354,https://www.chileautos.cl/vehiculos/detalles/1965-mercedes-benz-220-s/CP-AD-8451354,mercedes-benz,220,s,1965,Automotora,4x2,used,100000,manual,bencina,CLP,11980000,,2026-07-07,2026-07-07,1,1,+56226587035,+56226587035
CL-AD-17432033,https://www.chileautos.cl/vehiculos/detalles/2012-volkswagen-touareg/CL-AD-17432033,volkswagen,touareg,,2012,Particular,4x2,used,163000,automatica,diesel,CLP,15300000,,2026-07-07,2026-07-07,1,1,No disponible,+56988087672
CL-AD-18336606,https://www.chileautos.cl/vehiculos/detalles/2012-renault-koleos-2-5-dynamique-4x2-techo-at-5p/CL-AD-18336606,renault,koleos,2.5 dynamique 4x2 techo at 5p.,2012,Particular,4x2,used,195000,automatica,bencina,CLP,4990000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-17942599,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-208-1-5-premiere-pack-blue-hdi-diesel-4x2-100-mt-5p/CL-AD-17942599,peugeot,208,1.5 premiere pack blue hdi diesel 4x2 100 mt 5p.,2021,Particular,4x2,used,83000,manual,diesel,CLP,11000000,,2026-07-07,2026-07-07,1,1,No disponible,+56966120081
CP-AD-8526344,https://www.chileautos.cl/vehiculos/detalles/2021-land-rover-range-rover-evoque-2-0-d180-se-auto-4x4-at-diesel/CP-AD-8526344,land rover,range rover evoque,range rover evoque 2.0 d180 se auto 4x4 at diesel,2021,Automotora,4x4,used,99900,automatica,diesel,CLP,26900000,,2026-07-07,2026-07-07,1,1,+56228691833,+56228691833
CL-AD-18192438,https://www.chileautos.cl/vehiculos/detalles/1978-chevrolet-c10/CL-AD-18192438,chevrolet,c10,,1978,Particular,4x2,used,200000,manual,bencina,CLP,9900000,,2026-07-07,2026-07-07,1,1,No disponible,+56985496411
CL-AD-13698048,https://www.chileautos.cl/vehiculos/detalles/2016-toyota-camry/CL-AD-13698048,toyota,camry,,2016,Particular,4x2,used,75000,automatica,híbrido,CLP,20990000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-16686220,https://www.chileautos.cl/vehiculos/detalles/2022-ds-ds7-crossback-2-0-performance-bluehdi-diesel-4x2-line19-180-ss-at-5p/CL-AD-16686220,ds,ds7 crossback,crossback 2.0 performance bluehdi diesel 4x2 line19 180 ss at 5p.,2022,Particular,4x2,used,39500,automatica,diesel,CLP,29500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18387313,https://www.chileautos.cl/vehiculos/detalles/2024-haval-h6-2-0-deluxe-4x4-at-5p/CL-AD-18387313,haval,h6,2.0 deluxe 4x4 at 5p.,2024,Particular,4x4,used,32000,automatica,bencina,CLP,16900000,,2026-07-07,2026-07-07,1,1,No disponible,+56944571277
CL-AD-18414486,https://www.chileautos.cl/vehiculos/detalles/2021-ford-territory-1-5-trend-4x2-at-5p/CL-AD-18414486,ford,territory,1.5 trend 4x2 at 5p.,2021,Particular,4x2,used,20460,automatica,bencina,CLP,14500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18418564,https://www.chileautos.cl/vehiculos/detalles/2022-haval-jolion-1-5t-elite-4x2-mt-5p/CL-AD-18418564,haval,jolion,1.5t elite 4x2 mt 5p.,2022,Particular,4x2,used,30000,manual,bencina,CLP,13200000,,2026-07-07,2026-07-07,1,1,No disponible,+56990152682
CL-AD-18528634,https://www.chileautos.cl/vehiculos/detalles/2010-mazda-cx-7/CL-AD-18528634,mazda,cx-7,,2010,Particular,4x2,used,149000,automatica,bencina,CLP,6300000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18666044,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-forester-2-5i-limited-eyesight-awd-at-5p/CL-AD-18666044,subaru,forester,2.5i limited eyesight awd at 5p.,2019,Particular,4x2,used,75000,automatica,bencina,CLP,20990000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18905673,https://www.chileautos.cl/vehiculos/detalles/2007-bmw-750/CL-AD-18905673,bmw,750,,2007,Particular,4x2,used,115000,automatica,bencina,CLP,14990000,,2026-07-07,2026-07-07,1,1,No disponible,+56997018036
CL-AD-19095464,https://www.chileautos.cl/vehiculos/detalles/2016-jeep-grand-cherokee-3-6-laredo-spring-4x2-at-5p/CL-AD-19095464,jeep,grand cherokee,cherokee 3.6 laredo spring 4x2 at 5p.,2016,Particular,4x2,used,200000,automatica,bencina,CLP,15000000,,2026-07-07,2026-07-07,1,1,No disponible,+56998709389
CL-AD-19199663,https://www.chileautos.cl/vehiculos/detalles/2011-renault-megane-iii/CL-AD-19199663,renault,megane iii,iii ,2011,Particular,4x2,used,125848,manual,bencina,CLP,3000000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-18960149,https://www.chileautos.cl/vehiculos/detalles/2022-ram-van-700-1-3l-city-diesel-4x2-mt-3p/CL-AD-18960149,ram,van 700,700 1.3l city diesel 4x2 mt 3p.,2022,Particular,4x2,used,113000,manual,diesel,CLP,7200000,,2026-07-07,2026-07-07,1,1,No disponible,+56951024771
CL-AD-19260170,https://www.chileautos.cl/vehiculos/detalles/2005-chevrolet-vivant/CL-AD-19260170,chevrolet,vivant,,2005,Particular,4x2,used,225037,manual,bencina,CLP,3500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-19342580,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-5008-1-6-gt-line-4x2-6at-5p/CL-AD-19342580,peugeot,5008,1.6 gt-line 4x2 6at 5p.,2018,Particular,4x2,used,130000,automatica,bencina,CLP,15990000,,2026-07-07,2026-07-07,1,1,No disponible,+56981880847
CL-AD-19421215,https://www.chileautos.cl/vehiculos/detalles/2015-suzuki-sx4-1-6-glx-sport-4x2-mt-4p/CL-AD-19421215,suzuki,sx4,1.6 glx sport 4x2 mt 4p.,2015,Particular,4x2,used,73000,manual,bencina,CLP,6500000,,2026-07-07,2026-07-07,1,1,No disponible,+56997356870
CL-AD-19437826,https://www.chileautos.cl/vehiculos/detalles/2012-hyundai-porter-2-5-tci-std-diesel-4x2-dob-cab-hr-ps-lwb-mt-4p/CL-AD-19437826,hyundai,porter,2.5 tci std diesel 4x2 dob.cab. hr ps lwb mt 4p.,2012,Particular,4x2,used,220000,manual,diesel,CLP,7690000,,2026-07-07,2026-07-07,1,1,No disponible,+56998956032
CL-AD-19115854,https://www.chileautos.cl/vehiculos/detalles/2012-nissan-x-trail/CL-AD-19115854,nissan,x-trail,,2012,Particular,4x2,used,142000,automatica,bencina,CLP,8900000,,2026-07-07,2026-07-07,1,1,No disponible,+56990316334
CL-AD-19220893,https://www.chileautos.cl/vehiculos/detalles/2023-peugeot-308-1-2-gt-puretech-130-4x2-eat8-5p/CL-AD-19220893,peugeot,308,1.2 gt puretech 130 4x2 eat8 5p.,2023,Particular,4x2,used,33000,automatica,bencina,CLP,18990000,,2026-07-07,2026-07-07,1,1,No disponible,+56961491015
CL-AD-19232505,https://www.chileautos.cl/vehiculos/detalles/2024-shineray-x30-1-5-elt-4x2-mt-5p/CL-AD-19232505,shineray,x30,1.5 elt 4x2 mt 5p.,2024,Particular,4x2,used,1600,manual,bencina,CLP,8290000,,2026-07-07,2026-07-07,1,1,No disponible,+56989373858
CL-AD-19243787,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-5008-1-5-gt-bluehdi-diesel-4x2-130-eat8-5p/CL-AD-19243787,peugeot,5008,1.5 gt bluehdi diesel 4x2 130 eat8 5p.,2021,Particular,4x2,used,68000,automatica,diesel,CLP,21500000,,2026-07-07,2026-07-07,1,1,No disponible,+56977089790
CL-AD-20617093,https://www.chileautos.cl/vehiculos/detalles/2019-volkswagen-tiguan-2-0-tdi-comfortline-diesel-4motion-4x4-150hp-7a-at-5p/CL-AD-20617093,volkswagen,tiguan,2.0 tdi comfortline diesel 4motion 4x4 150hp 7a at 5p.,2019,Particular,4x4,used,163000,automatica,diesel,CLP,14790000,,2026-07-07,2026-07-07,1,1,No disponible,+56998452310
CL-AD-19409006,https://www.chileautos.cl/vehiculos/detalles/2011-ford-fiesta-1-6-trend-ac-hb-mt/CL-AD-19409006,ford,fiesta,1.6 trend ac hb mt,2011,Particular,4x2,used,169000,manual,bencina,CLP,4800000,,2026-07-07,2026-07-07,1,1,No disponible,+56998584365
CL-AD-18956409,https://www.chileautos.cl/vehiculos/detalles/2019-suzuki-grand-nomade-2-4-glx-nav-4wd-mt-5p/CL-AD-18956409,suzuki,grand nomade,nomade 2.4 glx nav 4wd mt 5p.,2019,Particular,4x4,used,124000,manual,bencina,CLP,10500000,,2026-07-07,2026-07-07,1,1,No disponible,+56942881655
CL-AD-19437514,https://www.chileautos.cl/vehiculos/detalles/2013-ford-escape-2-0-se-4wd-ecoboost-at-5p/CL-AD-19437514,ford,escape,2.0 se 4wd ecoboost at 5p.,2013,Particular,4x4,used,147000,automatica,bencina,CLP,6980000,,2026-07-07,2026-07-07,1,1,No disponible,+56961567889
CL-AD-19638918,https://www.chileautos.cl/vehiculos/detalles/2017-ford-f-150-5-0-xlt-cc-dob-cab-4x4-at-4p/CL-AD-19638918,ford,f-150,5.0 xlt cc dob. cab. 4x4 at 4p.,2017,Particular,4x4,used,102000,automatica,bencina,CLP,15500000,,2026-07-07,2026-07-07,1,1,No disponible,+56952198353
CL-AD-13369903,https://www.chileautos.cl/vehiculos/detalles/2020-bmw-x1-2-0-s-drive-18d-millenial-diesel-4x2-at-5p/CL-AD-13369903,bmw,x1,2.0 s-drive 18d millenial diesel 4x2 at 5p.,2020,Particular,4x2,used,110000,automatica,diesel,CLP,24890000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CP-AD-8494650,https://www.chileautos.cl/vehiculos/detalles/2015-audi-a7-3-0quattro/CP-AD-8494650,audi,a7,3.0quattro ,2015,Automotora,4x2,used,90400,automatica,bencina,CLP,23700000,,2026-07-07,2026-07-07,1,1,+56228691844,+56228691844
CL-AD-18399120,https://www.chileautos.cl/vehiculos/detalles/2014-kia-optima-2-0-ex-hybrid-4x2-6at-4p/CL-AD-18399120,kia,optima,2.0 ex hybrid 4x2 6at 4p.,2014,Particular,4x2,used,107500,automatica,híbrido,CLP,8500000,,2026-07-07,2026-07-07,1,1,No disponible,+56999193165
CL-AD-19975730,https://www.chileautos.cl/vehiculos/detalles/2015-chevrolet-silverado-5-3-ltz-4wd-cc-z71-at-4p/CL-AD-19975730,chevrolet,silverado,5.3 ltz 4wd cc z71 at 4p.,2015,Particular,4x4,used,151000,automatica,bencina,CLP,18000000,,2026-07-07,2026-07-07,1,1,No disponible,+56948716968
CL-AD-19992186,https://www.chileautos.cl/vehiculos/detalles/2013-bmw-x6-3-0-x-drive-30d-diesel-4x4-techo-at-5p/CL-AD-19992186,bmw,x6,3.0 x-drive 30d diesel 4x4 techo at 5p.,2013,Particular,4x4,used,187000,automatica,diesel,CLP,25000000,,2026-07-07,2026-07-07,1,1,No disponible,+56952270542
CL-AD-20008587,https://www.chileautos.cl/vehiculos/detalles/2012-skoda-yeti-2-0-elegance-tdi-diesel-4x2-4ab-mt-5p/CL-AD-20008587,skoda,yeti,2.0 elegance tdi diesel 4x2 4ab mt 5p.,2012,Particular,4x2,used,98000,manual,diesel,CLP,9900000,,2026-07-07,2026-07-07,1,1,No disponible,+56967878838
CL-AD-20024722,https://www.chileautos.cl/vehiculos/detalles/2016-hyundai-santa-fe-2-4-gls-4x2-dm-wgn-at-5p/CL-AD-20024722,hyundai,santa fe,fe 2.4 gls 4x2 dm wgn at 5p.,2016,Particular,4x2,used,154000,automatica,bencina,CLP,11950000,,2026-07-07,2026-07-07,1,1,No disponible,+56998930544
CL-AD-20034264,https://www.chileautos.cl/vehiculos/detalles/2022-mitsubishi-l200-2-4-katana-crm-diesel-special-pack-dob-cab-4x4-mt-4p/CL-AD-20034264,mitsubishi,l200,2.4 katana crm diesel special pack dob. cab. 4x4 mt 4p.,2022,Particular,4x4,used,150000,manual,diesel,CLP,15000000,,2026-07-07,2026-07-07,1,1,No disponible,+56933270283
CL-AD-20045331,https://www.chileautos.cl/vehiculos/detalles/2025-tank-500-3-0t-v6-4wd-at-5p/CL-AD-20045331,tank,500,3.0t v6 4wd at 5p.,2025,Particular,4x4,used,44000,automatica,bencina,CLP,35000000,,2026-07-07,2026-07-07,1,1,No disponible,+56982796276
CL-AD-19839555,https://www.chileautos.cl/vehiculos/detalles/2023-bmw-m440i/CL-AD-19839555,bmw,m440i,,2023,Particular,4x2,used,19700,automatica,bencina,CLP,50990000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-19613133,https://www.chileautos.cl/vehiculos/detalles/2018-changan-cs75-1-8-elite-turbo-4x2-at-5p/CL-AD-19613133,changan,cs75,1.8 elite turbo 4x2 at 5p.,2018,Particular,4x2,used,141000,automatica,bencina,CLP,6000000,,2026-07-07,2026-07-07,1,1,No disponible,+56981576288
CL-AD-17721220,https://www.chileautos.cl/vehiculos/detalles/2021-jeep-compass-2-4-sport-4x2-at-5p/CL-AD-17721220,jeep,compass,2.4 sport 4x2 at 5p.,2021,Particular,4x2,used,52300,automatica,bencina,CLP,15500000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CP-AD-8538076,https://www.chileautos.cl/vehiculos/detalles/2011-volkswagen-golf-a4-2-0-mecanico-todas-sus-mantenciones-al-dia-impecable-estado/CP-AD-8538076,volkswagen,golf,a4 2.0 mecanico todas sus mantenciones al dia. impecable estado,2011,Automotora,4x2,used,162000,manual,bencina,CLP,6590000,,2026-07-07,2026-07-07,1,1,+56226568971,+56226568971
CL-AD-19745403,https://www.chileautos.cl/vehiculos/detalles/2010-volkswagen-tiguan-2-0-full-4x4-at-5p/CL-AD-19745403,volkswagen,tiguan,2.0 full 4x4 at 5p.,2010,Particular,4x4,used,156000,automatica,bencina,CLP,7300000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CL-AD-19809451,https://www.chileautos.cl/vehiculos/detalles/2012-ford-focus/CL-AD-19809451,ford,focus,,2012,Particular,4x2,used,135000,automatica,bencina,CLP,6300000,,2026-07-07,2026-07-07,1,1,No disponible,+56987303122
CP-AD-8499070,https://www.chileautos.cl/vehiculos/detalles/2016-mercedes-benz-gle-coupe-63-amg-63s/CP-AD-8499070,mercedes-benz,gle coupe 63 amg,coupe 63 amg 63s,2016,Automotora,4x2,used,55819,automatica,bencina,CLP,59900000,,2026-07-07,2026-07-07,1,1,+56226564776,+56226564776
CL-AD-19866365,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-320/CL-AD-19866365,bmw,320,,2018,Particular,4x2,used,139000,automatica,diesel,CLP,17850000,,2026-07-07,2026-07-07,1,1,No disponible,+56995099604
CL-AD-19872135,https://www.chileautos.cl/vehiculos/detalles/2018-ford-edge-3-5-titanium-awd-at-5p/CL-AD-19872135,ford,edge,3.5 titanium awd at 5p.,2018,Particular,4x2,used,89000,automatica,bencina,CLP,14900000,,2026-07-07,2026-07-07,1,1,No disponible,+56948779123
CL-AD-19919371,https://www.chileautos.cl/vehiculos/detalles/2015-ford-explorer-3-5-xlt-4x2-3-corridas-at-5p/CL-AD-19919371,ford,explorer,3.5 xlt 4x2 3 corridas at 5p.,2015,Particular,4x2,used,86000,automatica,bencina,CLP,12990000,,2026-07-07,2026-07-07,1,1,No disponible,+56991236436
CL-AD-19967330,https://www.chileautos.cl/vehiculos/detalles/2001-toyota-4runner-3-4-lujo-at-5p/CL-AD-19967330,toyota,4runner,3.4 lujo at 5p.,2001,Particular,4x2,used,320000,automatica,bencina,CLP,4650000,,2026-07-07,2026-07-07,1,1,No disponible,+56992362772
CL-AD-20008654,https://www.chileautos.cl/vehiculos/detalles/2020-jeep-wrangler-3-6-unlimited-sahara-4x4-at-5p/CL-AD-20008654,jeep,wrangler,3.6 unlimited sahara 4x4 at 5p.,2020,Particular,4x4,used,62000,automatica,bencina,CLP,39700000,,2026-07-07,2026-07-07,1,1,No disponible,+56988882992
CP-AD-8509656,https://www.chileautos.cl/vehiculos/detalles/2020-mercedes-benz-gle-300-d-4matic/CP-AD-8509656,mercedes-benz,gle 300 d,300 d 4matic,2020,Automotora,4x2,used,97953,automatica,diesel,CLP,39900000,,2026-07-07,2026-07-07,1,1,+56226564776,+56226564776
GI-AD-854801,https://www.chileautos.cl/vehiculos/detalles/chevrolet-montana-1-2t-premier-s-4x2-mt-4p-2024/GI-AD-854801,chevrolet,montana,premier s 4x2 mt 4p 2024,2024,Automotora,4x2,used,78387,manual,bencina,CLP,15990000,,2026-07-07,2026-07-07,1,1,+56226586334,+56226586334
CP-AD-8512786,https://www.chileautos.cl/vehiculos/detalles/2017-audi-q7-3-0-tfsi-quattro-auto/CP-AD-8512786,audi,q7,3.0 tfsi quattro auto,2017,Automotora,4x2,used,67100,automatica,bencina,CLP,31900000,,2026-07-07,2026-07-07,1,1,+56228691844,+56228691844
CL-AD-20121296,https://www.chileautos.cl/vehiculos/detalles/2014-ford-ranger-3-2-xlt-diesel-4wd-mt-4p/CL-AD-20121296,ford,ranger,3.2 xlt diesel 4wd mt 4p.,2014,Particular,4x4,used,196800,manual,diesel,CLP,10990000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
GI-AD-860964,https://www.chileautos.cl/vehiculos/detalles/jetour-dashing-2024-limited/GI-AD-860964,jetour,dashing,limited,2024,Automotora,4x2,used,15080,automatica,bencina,CLP,14190000,,2026-07-07,2026-07-07,1,1,+56226587087,+56226587087
CP-AD-8515835,https://www.chileautos.cl/vehiculos/detalles/2024-audi-rs5-coupe-quattro-2-9-aut/CP-AD-8515835,audi,rs5,coupe quattro 2.9 aut,2024,Automotora,4x2,used,26000,automatica,bencina,CLP,64990000,,2026-07-07,2026-07-07,1,1,+56226586363,+56226586363
CL-AD-20165017,https://www.chileautos.cl/vehiculos/detalles/2012-hyundai-veracruz-3-8-gls-4wd-full-at6-5p/CL-AD-20165017,hyundai,veracruz,3.8 gls 4wd full at6 5p.,2012,Particular,4x4,used,125000,automatica,bencina,CLP,11000000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
CP-AD-8525471,https://www.chileautos.cl/vehiculos/detalles/2016-ssangyong-korando-2-0-kc1110-std-4x2-at-5p/CP-AD-8525471,ssangyong,korando,2.0 kc1110 std 4x2 at 5p,2016,Automotora,4x2,used,97000,automatica,bencina,CLP,7990000,,2026-07-07,2026-07-07,1,1,+56228697197,+56228697197
CP-AD-8542400,https://www.chileautos.cl/vehiculos/detalles/2021-nissan-navara-2-3d-le-diesel-4x4-dob-cab-at-4p/CP-AD-8542400,nissan,navara,2.3d le diesel 4x4 dob.cab. at 4p.,2021,Automotora,4x4,used,59241,automatica,diesel,CLP,23500000,,2026-07-07,2026-07-07,1,1,+56228691849,+56228691849
CL-AD-20289033,https://www.chileautos.cl/vehiculos/detalles/2018-mitsubishi-montero/CL-AD-20289033,mitsubishi,montero,,2018,Particular,4x2,used,108000,automatica,diesel,CLP,26500000,,2026-07-07,2026-07-07,1,1,No disponible,+56982311749
CL-AD-20291352,https://www.chileautos.cl/vehiculos/detalles/2017-ford-expedition-3-5-limited-4x4-at-5p/CL-AD-20291352,ford,expedition,3.5 limited 4x4 at 5p.,2017,Particular,4x4,used,120500,automatica,bencina,CLP,17990000,,2026-07-07,2026-07-07,1,1,No disponible,+56993779696
CP-AD-8523173,https://www.chileautos.cl/vehiculos/detalles/2026-chevrolet-spark-euv-electrico-active-4x2-at-5p/CP-AD-8523173,chevrolet,spark euv,euv electrico active 4x2 at 5p.,2026,Automotora,4x2,used,0,automatica,eléctrico,"Antes $22,190,000",17990000,,2026-07-07,2026-07-07,1,1,+56226586311,+56226586311
CP-AD-8524125,https://www.chileautos.cl/vehiculos/detalles/2015-ford-explorer-3-5-limited-4x4-at-5p/CP-AD-8524125,ford,explorer,3.5 limited 4x4 at 5p.,2015,Automotora,4x4,used,122563,automatica,bencina,CLP,11980000,,2026-07-07,2026-07-07,1,1,+56228697237,+56228697237
CP-AD-8524512,https://www.chileautos.cl/vehiculos/detalles/2025-citroën-c4-1-5-feel-pack-bluehdi-diesel-4x2-130-ss-eat8-at-5p/CP-AD-8524512,citroën,c4,1.5 feel pack bluehdi diesel 4x2 130 ss eat8 at 5p.,2025,Automotora,4x2,used,38113,automatica,diesel,CLP,18586714,,2026-07-07,2026-07-07,1,1,+56228691849,+56228691849
CL-AD-20331948,https://www.chileautos.cl/vehiculos/detalles/2024-peugeot-5008-1-5-allure-pack-bluehdi-130-4x2-eat8-5p/CL-AD-20331948,peugeot,5008,1.5 allure pack bluehdi 130 4x2 eat8 5p.,2024,Particular,4x2,used,100258,automatica,diesel,CLP,18900000,,2026-07-07,2026-07-07,1,1,No disponible,No disponible
