id,url,version_oficial,cilindrada_cc,cilindrada,power_hp,torque_nm,carroceria,categoria,traccion_spec,transmision_spec,tipo_caja,combustible_spec,puertas,asientos,cilindros,autonomia_km,peso_kg
GI-AD-898630,https://www.chileautos.cl/vehiculos/detalles/ram-700-2026-1-3-slt/GI-AD-898630,1.3 SLT,,1300,,,Cabina Simple,Camionetas,,Manual,,Bencina,2,,,,
GI-AD-897422,https://www.chileautos.cl/vehiculos/detalles/mitsubishi-outlander-2020-2-0-gls-at-4x4-aut/GI-AD-897422,2.0 GLS AT 4X4 AUT,,2400,,,SUV,Suv / Station Wagon,,Automática,,Bencina,5,,,,
GI-AD-895065,https://www.chileautos.cl/vehiculos/detalles/mitsubishi-l200-2023-katana-crt-4x4-2-4/GI-AD-895065,,,2400,,,Pick-up,Camioneta,,Manual,,Diesel,4,,,,
GI-AD-895014,https://www.chileautos.cl/vehiculos/detalles/subaru-outback-2026-2-5-awd-field-edition-at-4x4/GI-AD-895014,2.5 AWD FIELD EDITION AT 4X4,,2500,,,SUV,Suv / Station Wagon,,Automática,,Bencina,5,,,,
GI-AD-894002,https://www.chileautos.cl/vehiculos/detalles/suzuki-grand-vitara-2016-1-6-glx-sport-mt-4x4/GI-AD-894002,1.6 GLX SPORT MT 4X4,,1600,,,SUV,Suv / Station Wagon,,Manual,,Bencina,3,,,,
GI-AD-892831,https://www.chileautos.cl/vehiculos/detalles/ford-explorer-2020-2-3-ecoboost-4x2-at-5p/GI-AD-892831,2.3 ECOBOOST 4X2 AT 5P,,0,,,SUV,SUV,,Automática,,Bencina,4,,,,
GI-AD-891990,https://www.chileautos.cl/vehiculos/detalles/chery-tiggo-7-2023-1-5-gls-at/GI-AD-891990,1.5 GLS AT,,1500,,,SUV,Suv / Station Wagon,,Automática,,Bencina,5,,,,
GI-AD-890898,https://www.chileautos.cl/vehiculos/detalles/jeep-grand-cherokee-2019-4x4-3-0-aut/GI-AD-890898,,,3000,,,Station Wagon,Station Wagon,,Automática,,Diesel,4,,,,
GI-AD-884226,https://www.chileautos.cl/vehiculos/detalles/citroën-c3-aircross-2026-1-6-vti-feel-pack-4x2-115-5pas-mt-5p/GI-AD-884226,1.6 VTI FEEL PACK 4X2 115 5PAS MT 5P,,1600,,,Hatchback,Automóviles,,Manual,,Bencina,5,,,,
GI-AD-869686,https://www.chileautos.cl/vehiculos/detalles/jeep-grand-cherokee-2020-3-0-laredo-td-diesel-4x4-at-5p/GI-AD-869686,3.0 LAREDO TD DIESEL 4X4 AT 5P,,3000,,,SUV,Suv / Station Wagon,,Automática,,Diesel,5,,,,
GI-AD-868787,https://www.chileautos.cl/vehiculos/detalles/jac-js4-1-5t-cvt-advance-2026/GI-AD-868787,JS4 1.5T CVT ADVANCE,,1500,,,SUV,,,Automática,,Bencina,5,,,,
GI-AD-868783,https://www.chileautos.cl/vehiculos/detalles/jac-js4-1-5t-cvt-advance-2026/GI-AD-868783,JS4 1.5T CVT ADVANCE,,1500,,,SUV,,,Automática,,Bencina,5,,,,
GI-AD-858118,https://www.chileautos.cl/vehiculos/detalles/maxus-t60-2022-2-8-4x2-mt-gl/GI-AD-858118,2.8 4x2 MT GL,,0,,,Doble Cabina,Camionetas,,Manual,,Diesel,4,,,,
GI-AD-856334,https://www.chileautos.cl/vehiculos/detalles/maxus-g10-2019-4x2-mt-carga-cerrada/GI-AD-856334,4X2 MT CARGA CERRADA,,0,,,Furgón,Furgones,,Manual,,Diesel,4,,,,
GI-AD-856004,https://www.chileautos.cl/vehiculos/detalles/maxus-t60-2023-2-8-4x4-dx/GI-AD-856004,2.8 4X4 DX,,0,,,Doble Cabina,Camionetas,,Manual,,Diesel,4,,,,
GI-AD-854240,https://www.chileautos.cl/vehiculos/detalles/maxus-v90-2021-2-0-vgt-4x2-15-1/GI-AD-854240,2.0 VGT 4x2 15+1,,0,,,Furgón,Furgones,,Manual,,Diesel,4,,,,
GI-AD-819634,https://www.chileautos.cl/vehiculos/detalles/chery-tiggo-2-pro-2026-gls-mt/GI-AD-819634,GLS MT,,1,,,SUV,Suv / Station Wagon,,Manual,,Bencina,4,,,,
GI-AD-818354,https://www.chileautos.cl/vehiculos/detalles/foton-tm5-2026-1-6-mt/GI-AD-818354,1.6 MT,,1800,,,Doble Cabina,Camionetas,,Manual,,Bencina,5,,,,
GI-AD-795733,https://www.chileautos.cl/vehiculos/detalles/foton-tm3-2026-1-6/GI-AD-795733,1.6,,1600,,,Cabina Simple,Camionetas,,Manual,,Bencina,2,,,,
GI-AD-791199,https://www.chileautos.cl/vehiculos/detalles/foton-midi-2022-t3/GI-AD-791199,,,1300,,,Pick-up,Camioneta,,Manual,,Bencina,4,,,,
GI-AD-774749,https://www.chileautos.cl/vehiculos/detalles/foton-tm3-2026-1-6-euro-vi/GI-AD-774749,1.6 EURO VI,,1,,,Doble Cabina,Camionetas,,Manual,,Bencina,4,,,,
GI-AD-774570,https://www.chileautos.cl/vehiculos/detalles/dfsk-suv-600-2024-1-5-t-comfort-aut/GI-AD-774570,1.5 T COMFORT AUT,,1500,,,SUV,Suv / Station Wagon,,Automática,,Bencina,5,,,,
GI-AD-774563,https://www.chileautos.cl/vehiculos/detalles/dfsk-560-2024-1-8-comfort-mt/GI-AD-774563,1.8 COMFORT MT,,1800,,,SUV,Suv / Station Wagon,,Manual,,Bencina,5,,,,
CP-AD-8543374,https://www.chileautos.cl/vehiculos/detalles/2026-peugeot-landtrek-landtrek-mca-action4-diesel-200hp-4x4-at/CP-AD-8543374,Landtrek MCA Action4 Diesel 200hp 4x4 AT,,,,,Pick Up,Pick Up,,Automática,,Diesel,5,,,,
CP-AD-8543334,https://www.chileautos.cl/vehiculos/detalles/2026-peugeot-rifter-rifter-mca-gt-diesel-130hp-at/CP-AD-8543334,Rifter MCA GT Diesel 130hp AT,,,,,Station Wagon,Station Wagon,,Automática,,Diesel,5,,,,
CP-AD-8543299,https://www.chileautos.cl/vehiculos/detalles/2026-ford-ranger-2-0-xl-diesel-4x2-dob-cab-mt-4p/CP-AD-8543299,2.0 XL DIESEL 4X2 DOB. CAB. MT 4P,1996,2.0,170,405,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X2,Manual,Mecánico,Diesel,4,5,4,1096,3100
CP-AD-8542998,https://www.chileautos.cl/vehiculos/detalles/2026-ford-explorer-2-3-ecoboost-active-4wd-at-5p/CP-AD-8542998,2.3 ECOBOOST ACTIVE 4WD AT 5P,2300,2.3,300,420,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5,7,4,651,2007
CP-AD-8542991,https://www.chileautos.cl/vehiculos/detalles/2026-ford-f-150-5-0-lariat-luxury-cc-dob-cab-4x4-at-4p/CP-AD-8542991,5.0 LARIAT LUXURY CC DOB. CAB. 4X4 AT 4P,5038,5.0,400,556,"Pick-up, 4 puertas, 6 asientos",Pick-up,4X4,Automática,Automática,Bencina,4,6,8,1142,3221
CP-AD-8542989,https://www.chileautos.cl/vehiculos/detalles/2026-ford-ranger-2-0-xlt-diesel-4x4-dob-cab-at-4p/CP-AD-8542989,2.0 XLT DIESEL 4X4 DOB. CAB. AT 4P,1996,2.0,205,500,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4,5,4,976,3270
CP-AD-8542987,https://www.chileautos.cl/vehiculos/detalles/2026-ford-territory-1-5-titanium-4x2-at-5p/CP-AD-8542987,1.5 TITANIUM 4X2 AT 5P,1500,1.5,164,248,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,780,2025
CP-AD-8542983,https://www.chileautos.cl/vehiculos/detalles/2026-ford-bronco-sport-1-5t-big-bend-4wd-at8-5p/CP-AD-8542983,1.5T BIG BEND 4WD AT8 5P,1500,1.5,181,250,"Off-Road, 5 puertas, 5 asientos",Off-Road,4X4,Automática,Automática,Bencina,5,5,4,767,1569
CP-AD-8542932,https://www.chileautos.cl/vehiculos/detalles/2015-mercedes-benz-citan-109-furgon/CP-AD-8542932,FURGON,,,,,Furgón,Furgón,,Manual,,Diesel,5,,,,
CP-AD-8542852,https://www.chileautos.cl/vehiculos/detalles/2026-opel-mokka-1-2t-mca-gs-4x2-at8-5p/CP-AD-8542852,1.2T MCA GS 4X2 AT8 5P,1200,1.2,130,230,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,3,814,1740
CP-AD-8542623,https://www.chileautos.cl/vehiculos/detalles/2022-bmw-x6-4-4-m50i-x-drive-4wd-at-5p/CP-AD-8542623,4.4 M50I X-DRIVE 4WD AT 5P,4395,4.4,523,750,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,8,722,2235
CP-AD-8542576,https://www.chileautos.cl/vehiculos/detalles/1996-toyota-hilux-2-8-diesel/CP-AD-8542576,2.8 DIESEL,,,,,Pick Up,Pick Up,,Manual,,Diesel,4,,,,
CP-AD-8541792,https://www.chileautos.cl/vehiculos/detalles/2017-land-rover-range-rover-sport-hse-at-diesel/CP-AD-8541792,HSE AT Diesel,,,,,SUV,SUV,,Automática,,Diesel,5,,,,
CP-AD-8540995,https://www.chileautos.cl/vehiculos/detalles/2026-kia-sportage-2-0-ex-high-2wd-6at-5p/CP-AD-8540995,2.0 EX HIGH 2WD 6AT 5P,1999,2.0,154,192,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,648,2080
CP-AD-8540962,https://www.chileautos.cl/vehiculos/detalles/2017-nissan-x-trail-sense/CP-AD-8540962,SENSE,,,,,SUV,SUV,,Automática,,Bencina,5,,,,
CP-AD-8540572,https://www.chileautos.cl/vehiculos/detalles/2026-toyota-raize-1-2-e-4x2-mt-5p/CP-AD-8540572,1.2 E 4X2 MT 5P,1198,1.2,87,113,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,3,680,1680
CP-AD-8540569,https://www.chileautos.cl/vehiculos/detalles/2026-toyota-yaris-1-5-e-4x2-sdn-cvt-at-4p/CP-AD-8540569,1.5 E 4X2 SDN CVT AT 4P,1496,1.5,105,138,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática Cvt,Bencina,4,5,4,740,1126
CP-AD-8540139,https://www.chileautos.cl/vehiculos/detalles/2016-mazda-bt-50-3-2-sdx-diesel-4wd-dc-6at-4p/CP-AD-8540139,3.2 SDX DIESEL 4WD DC 6AT 4P,3198,3.2,197,470,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4,5,5,792,2200
CP-AD-8540031,https://www.chileautos.cl/vehiculos/detalles/2026-toyota-corolla-1-8-seg-hybrid-4x2-cvt-at-4p/CP-AD-8540031,1.8 SEG HYBRID 4X2 CVT AT 4P,1798,1.8,122,142,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática Cvt,Híbrido,4,5,4,972,1293
CP-AD-8539408,https://www.chileautos.cl/vehiculos/detalles/2026-subaru-crosstrek-2-0-awd-cvt-at-5p/CP-AD-8539408,2.0 AWD CVT AT 5P,1995,2.0,154,196,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática Cvt,Bencina,5,5,4,888,1485
CP-AD-8539067,https://www.chileautos.cl/vehiculos/detalles/2026-kia-sonet-1-5-lx-4x2-ivt-at-5p/CP-AD-8539067,1.5 LX 4X2 IVT AT 5P,1497,1.5,114,180,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,715,1605
CP-AD-8539056,https://www.chileautos.cl/vehiculos/detalles/2026-kia-carens-carens-ex-1-5t-7dct-7p/CP-AD-8539056,CARENS EX 1.5T 7DCT 7P,,,,,SUV,SUV,,Automática,,Bencina,5,,,,
CP-AD-8538934,https://www.chileautos.cl/vehiculos/detalles/2026-geely-coolray-1-5t-comfort-4x2-7dct-at-5p/CP-AD-8538934,1.5T COMFORT 4X2 7DCT AT 5P,1499,1.5,174,290,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,693,1325
CP-AD-8538873,https://www.chileautos.cl/vehiculos/detalles/2018-audi-a3-audi-a3-1-4-tfsi-stronic-sportback-hatchback/CP-AD-8538873,Audi A3 1.4 TFSI STRONIC SPORTBACK Hatchback,,,,,Hatchback,Hatchback,,Automática,,Bencina,5,,,,
CP-AD-8538557,https://www.chileautos.cl/vehiculos/detalles/2012-land-rover-range-rover-sport-se-5-0/CP-AD-8538557,SE 5.0,,,,,Station Wagon,Station Wagon,,Automática,,Bencina,5,,,,
CP-AD-8536292,https://www.chileautos.cl/vehiculos/detalles/2026-mazda-bt-50-3-0-core-diesel-4x4-dob-cab-6at-4p/CP-AD-8536292,3.0 CORE DIESEL 4X4 DOB.CAB. 6AT 4P,2999,3.0,188,450,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4,5,4,844,3100
CP-AD-8535605,https://www.chileautos.cl/vehiculos/detalles/2026-toyota-4runner-2-4t-limited-4x4-at-5p/CP-AD-8535605,2.4T LIMITED 4X4 AT 5P,2393,2.4,278,430,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5,7,4,670,2125
CP-AD-8535335,https://www.chileautos.cl/vehiculos/detalles/2012-kia-sorento-2-4-ex-4wd-7pas-at-5p/CP-AD-8535335,2.4 EX 4WD 7PAS AT 5P,2349,2.4,172,226,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5,7,4,798,1780
CP-AD-8535142,https://www.chileautos.cl/vehiculos/detalles/2026-ford-ranger-2-0-xls-diesel-4x4-dob-cab-mt-4p/CP-AD-8535142,2.0 XLS DIESEL 4X4 DOB. CAB. MT 4P,1996,2.0,170,405,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Manual,Mecánico,Diesel,4,5,4,1024,3220
CP-AD-8534493,https://www.chileautos.cl/vehiculos/detalles/2026-bmw-x4-2-0-heritage-lci-30i-x-drive-4x4-at-5p/CP-AD-8534493,2.0 HERITAGE LCI 30I X-DRIVE 4X4 AT 5P,1998,2.0,252,350,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,4,858,1815
CP-AD-8534032,https://www.chileautos.cl/vehiculos/detalles/2026-ford-maverick-2-5-lariat-fhev-awd-at-4p/CP-AD-8534032,2.5 LARIAT FHEV AWD AT 4P,2500,2.5,191,210,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Híbrido,4,5,4,1019,2413
CP-AD-8534026,https://www.chileautos.cl/vehiculos/detalles/2026-ford-bronco-sport-2-0t-badlands-4wd-at8-5p/CP-AD-8534026,2.0T BADLANDS 4WD AT8 5P,2000,2.0,250,380,"Off-Road, 5 puertas, 5 asientos",Off-Road,4X4,Automática,Automática,Bencina,5,5,4,578,1727
CP-AD-8533984,https://www.chileautos.cl/vehiculos/detalles/2018-land-rover-discovery-3-0-supercharged-se-4x4-at-5p/CP-AD-8533984,3.0 SUPERCHARGED SE 4X4 AT 5P,3000,3.0,,450,"SUV, 5 puertas, 7 asientos",SUV,4X4,Automática,Automática,Bencina,5,7,,0,
CP-AD-8533842,https://www.chileautos.cl/vehiculos/detalles/2025-hyundai-kona-2-0-sx2-design-4x2-cvt-at-5p/CP-AD-8533842,2.0 SX2 DESIGN 4X2 CVT AT 5P,1999,2.0,147,180,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5,5,4,686,1885
CP-AD-8533330,https://www.chileautos.cl/vehiculos/detalles/2026-ford-explorer-active-4x2/CP-AD-8533330,Active 4x2,,,,,SUV,SUV,,Automática,,Bencina,4,,,,
CP-AD-8533308,https://www.chileautos.cl/vehiculos/detalles/2026-ford-territory-1-5-fl-titanium-4x2-at-5p/CP-AD-8533308,1.5 FL TITANIUM 4X2 AT 5P,1490,1.5,158,248,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,720,2025
CP-AD-8532944,https://www.chileautos.cl/vehiculos/detalles/2026-ford-territory-1-5-fl-trend-4x2-at-5p/CP-AD-8532944,1.5 FL TREND 4X2 AT 5P,1490,1.5,158,248,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,720,2025
CP-AD-8532829,https://www.chileautos.cl/vehiculos/detalles/2026-ford-territory-1-5-titanium-fhev-4x2-at-5p/CP-AD-8532829,1.5 TITANIUM FHEV 4X2 AT 5P,1490,1.5,148,230,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Híbrido,5,5,4,1074,2140
CP-AD-8532820,https://www.chileautos.cl/vehiculos/detalles/2026-ford-maverick-2-0t-xlt-awd-at-4p/CP-AD-8532820,2.0T XLT AWD AT 4P,2000,2.0,238,375,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4,5,4,862,2377
CP-AD-8532557,https://www.chileautos.cl/vehiculos/detalles/2017-ssangyong-stavic-2-2-mt/CP-AD-8532557,2.2 MT,,,,,Station Wagon,,,Manual,,Diesel (petróleo),4,,,,
CP-AD-8531536,https://www.chileautos.cl/vehiculos/detalles/2026-toyota-rav4-2-0-le-4x2-cvt-at-5p/CP-AD-8531536,2.0 LE 4X2 CVT AT 5P,1987,2.0,169,203,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática Cvt,Bencina,5,5,4,808,2115
CP-AD-8531514,https://www.chileautos.cl/vehiculos/detalles/2026-toyota-yaris-1-5-e-4x2-sdn-cvt-at-4p/CP-AD-8531514,1.5 E 4X2 SDN CVT AT 4P,1496,1.5,105,138,"Sedán, 4 puertas, 5 asientos",Sedán,4X2,Automática,Automática Cvt,Bencina,4,5,4,740,1126
CP-AD-8531501,https://www.chileautos.cl/vehiculos/detalles/2026-toyota-raize-1-2-e-4x2-mt-5p/CP-AD-8531501,1.2 E 4X2 MT 5P,1198,1.2,87,113,"SUV, 5 puertas, 5 asientos",SUV,4X2,Manual,Mecánico,Bencina,5,5,3,680,1680
CP-AD-8531444,https://www.chileautos.cl/vehiculos/detalles/2026-mg-3-mg-3-1-5-com-hatchback-2026/CP-AD-8531444,Mg 3 1.5 COM Hatchback 2026,,,,,Hatchback,Hatchback,,Manual,,Bencina,5,,,,
CP-AD-8531442,https://www.chileautos.cl/vehiculos/detalles/2026-bmw-x4-2-0-dynamic-s-lci-20i-x-drive-4x4-at-5p/CP-AD-8531442,2.0 DYNAMIC S LCI 20I X-DRIVE 4X4 AT 5P,1998,2.0,184,300,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,4,877,1800
CP-AD-8531359,https://www.chileautos.cl/vehiculos/detalles/2026-ford-mustang-5-0-dark-horse-premium-4x2-coupe-at-2p/CP-AD-8531359,5.0 DARK HORSE PREMIUM 4X2 COUPE AT 2P,5000,5.0,500,567,"Coupé, 2 puertas, 4 asientos",Coupé,4X2,Automática,Automática,Bencina,2,4,8,470,2182
CP-AD-8530542,https://www.chileautos.cl/vehiculos/detalles/2026-mini-countryman-1-5-favoured-4x2-at-5p/CP-AD-8530542,1.5 FAVOURED 4X2 AT 5P,1499,1.5,156,230,"Hatchback, 5 puertas, 4 asientos",Hatchback,4X2,Automática,Automática,Bencina,5,4,,785,1619
CP-AD-8530536,https://www.chileautos.cl/vehiculos/detalles/2026-bmw-x1-1-5-18i-comfort-s-drive-4x2-at-5p/CP-AD-8530536,1.5 18I COMFORT S-DRIVE 4X2 AT 5P,1499,1.5,156,230,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,3,933,1500
CP-AD-8530531,https://www.chileautos.cl/vehiculos/detalles/2026-bmw-x3-2-0-dynamic-20-mhev-sdrive-4x2-at-5p/CP-AD-8530531,2.0 DYNAMIC 20 MHEV SDRIVE 4X2 AT 5P,1998,2.0,190,310,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,884,1855
CP-AD-8530398,https://www.chileautos.cl/vehiculos/detalles/2026-peugeot-partner-1-5-mca-l1-hdi-diesel-100hp-4x2-mt-5p/CP-AD-8530398,1.5 MCA L1 HDI DIESEL 100HP 4X2 MT 5P,1499,1.5,100,230,"Furgón, 5 puertas, 3 asientos",Furgón,4X2,Manual,Mecánico,Diesel,5,3,4,1001,1395
CP-AD-8530264,https://www.chileautos.cl/vehiculos/detalles/2026-ford-maverick-2-5-lariat-fhev-awd-at-4p/CP-AD-8530264,2.5 LARIAT FHEV AWD AT 4P,2500,2.5,191,210,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Híbrido,4,5,4,1019,2413
CP-AD-8529612,https://www.chileautos.cl/vehiculos/detalles/2021-suzuki-s-cross-1-6-limited-4wd-mt-5p/CP-AD-8529612,1.6 LIMITED 4WD MT 5P,1586,1.6,115,156,"SUV, 5 puertas, 5 asientos",SUV,4X4,Manual,Mecánico,Bencina,5,5,4,743,1720
CP-AD-8528547,https://www.chileautos.cl/vehiculos/detalles/2009-porsche-cayenne-porsche-cayenne-3-6/CP-AD-8528547,PORSCHE CAYENNE 3.6,,,,,Station Wagon,Station Wagon,,Automática,,Bencina,4,,,,
CP-AD-8527281,https://www.chileautos.cl/vehiculos/detalles/2026-ford-f-150-3-5-platinum-cc-dob-cab-4x4-at-4p/CP-AD-8527281,3.5 PLATINUM CC DOB. CAB. 4X4 AT 4P,3497,3.5,400,678,"Pick-up, 4 puertas, 6 asientos",Pick-up,4X4,Automática,Automática,Bencina,4,6,6,1020,3221
CP-AD-8527253,https://www.chileautos.cl/vehiculos/detalles/2026-ford-maverick-2-0t-xlt-awd-at-4p/CP-AD-8527253,2.0T XLT AWD AT 4P,2000,2.0,238,375,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Bencina,4,5,4,862,2377
CP-AD-8527084,https://www.chileautos.cl/vehiculos/detalles/2026-ford-territory-1-5-titanium-fhev-4x2-at-5p/CP-AD-8527084,1.5 TITANIUM FHEV 4X2 AT 5P,1490,1.5,148,230,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Híbrido,5,5,4,1074,2140
CP-AD-8526530,https://www.chileautos.cl/vehiculos/detalles/2026-ford-bronco-2-7-wildtrak-4wd-at-5p/CP-AD-8526530,2.7 WILDTRAK 4WD AT 5P,2700,2.7,334,562,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,6,735,2348
CP-AD-8524998,https://www.chileautos.cl/vehiculos/detalles/2017-land-rover-range-rover-sport-sdv6-3-0-aut/CP-AD-8524998,SDV6 3.0 AUT,,,,,SUV,SUV,,Automática,,Diesel,5,,,,
CP-AD-8524021,https://www.chileautos.cl/vehiculos/detalles/2026-ford-ranger-2-0-xlt-diesel-4x4-dob-cab-at-4p/CP-AD-8524021,2.0 XLT DIESEL 4X4 DOB. CAB. AT 4P,1996,2.0,205,500,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4,5,4,976,3270
CP-AD-8523724,https://www.chileautos.cl/vehiculos/detalles/2026-kia-morning-1-2-ex-full-4x2-amt-at-5p/CP-AD-8523724,1.2 EX FULL 4X2 AMT AT 5P,1248,1.2,83,115,"Hatchback, 5 puertas, 5 asientos",Hatchback,4X2,Automática,Automática,Bencina,5,5,4,,1380
CP-AD-8523237,https://www.chileautos.cl/vehiculos/detalles/2026-ford-bronco-sport-2-0t-badlands-4wd-at8-5p/CP-AD-8523237,2.0T BADLANDS 4WD AT8 5P,2000,2.0,250,380,"Off-Road, 5 puertas, 5 asientos",Off-Road,4X4,Automática,Automática,Bencina,5,5,4,578,1727
CP-AD-8523018,https://www.chileautos.cl/vehiculos/detalles/2026-kia-frontier-2-5-lx-diesel-4x2-chasis-av-ab-6mt-2p/CP-AD-8523018,2.5 LX DIESEL 4X2 CHASIS AV AB 6MT 2P,2497,2.5,129,255,"Chasis, 2 puertas, 3 asientos",Chasis,4X2,Manual,Mecánico,Diesel,2,3,4,630,3240
CP-AD-8522994,https://www.chileautos.cl/vehiculos/detalles/2026-ford-transit-2-0-diesel-4x2-minibus-14mas1-mt-4p/CP-AD-8522994,2.0 DIESEL 4X2 MINIBUS 14MAS1 MT 4P,1996,2.0,163,390,"Van, 4 puertas, 18 asientos",Van,4X2,Manual,Mecánico,Diesel,4,18,4,861,2779
CP-AD-8522188,https://www.chileautos.cl/vehiculos/detalles/2026-kia-seltos-seltos-lx-1-5l-6mt/CP-AD-8522188,SELTOS LX 1.5L 6MT,,,,,SUV,SUV,,Manual,,Bencina,5,,,,
CP-AD-8521759,https://www.chileautos.cl/vehiculos/detalles/2004-audi-a4-2-0-130hp-at-4p/CP-AD-8521759,2.0 130HP AT 4P,1984,2.0,189,370,"Sedán, 4 puertas, 5 asientos",Sedán,4X4,Automática,,Bencina,4,5,,,1580
CP-AD-8521593,https://www.chileautos.cl/vehiculos/detalles/2026-ford-ranger-2-0-xlt-diesel-4x4-dob-cab-at-4p/CP-AD-8521593,2.0 XLT DIESEL 4X4 DOB. CAB. AT 4P,1996,2.0,205,500,"Pick-up, 4 puertas, 5 asientos",Pick-up,4X4,Automática,Automática,Diesel,4,5,4,976,3270
CP-AD-8520831,https://www.chileautos.cl/vehiculos/detalles/2026-ford-territory-1-5-titanium-fhev-4x2-at-5p/CP-AD-8520831,1.5 TITANIUM FHEV 4X2 AT 5P,1490,1.5,148,230,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Híbrido,5,5,4,1074,2140
CP-AD-8520801,https://www.chileautos.cl/vehiculos/detalles/2026-ford-bronco-bronco-badlands/CP-AD-8520801,BRONCO BADLANDS,,,,,Station Wagon,Station Wagon,,Automática,,Bencina,5,,,,
CP-AD-8520799,https://www.chileautos.cl/vehiculos/detalles/2026-ford-territory-1-5-titanium-fhev-4x2-at-5p/CP-AD-8520799,1.5 TITANIUM FHEV 4X2 AT 5P,1490,1.5,148,230,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Híbrido,5,5,4,1074,2140
CP-AD-8519599,https://www.chileautos.cl/vehiculos/detalles/2026-citroën-berlingo-1-5-hdi-m-diesel-100-4x2-furgon-euro-6-bvm-mt-5p/CP-AD-8519599,1.5 HDI M DIESEL 100 4X2 FURGON EURO 6 BVM MT 5P,1499,1.5,100,230,"Furgón, 5 puertas, 3 asientos",Furgón,4X2,Manual,Mecánico,Diesel,5,3,4,996,1638
CP-AD-8519595,https://www.chileautos.cl/vehiculos/detalles/2026-citroën-jumper-diesel-l2h2-full-entrega-inmediata/CP-AD-8519595,Diesel L2H2 Full Entrega Inmediata,,,,,Furgón,Furgón,,Manual,,Diesel,5,,,,
CP-AD-8519385,https://www.chileautos.cl/vehiculos/detalles/2026-ford-bronco-2-7-wildtrak-4wd-at-5p/CP-AD-8519385,2.7 WILDTRAK 4WD AT 5P,2700,2.7,334,562,"SUV, 5 puertas, 5 asientos",SUV,4X4,Automática,Automática,Bencina,5,5,6,735,2348
CP-AD-8519380,https://www.chileautos.cl/vehiculos/detalles/2026-ford-territory-1-5-fl-trend-4x2-at-5p/CP-AD-8519380,1.5 FL TREND 4X2 AT 5P,1490,1.5,158,248,"SUV, 5 puertas, 5 asientos",SUV,4X2,Automática,Automática,Bencina,5,5,4,720,2025
CP-AD-8518731,https://www.chileautos.cl/vehiculos/detalles/2026-ford-mustang-5-0-dark-horse-premium-4x2-coupe-at-2p/CP-AD-8518731,5.0 DARK HORSE PREMIUM 4X2 COUPE AT 2P,5000,5.0,500,567,"Coupé, 2 puertas, 4 asientos",Coupé,4X2,Automática,Automática,Bencina,2,4,8,470,2182
